,smiles,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
8744,CC(N=C(O)c1cc(-c2nc(C(C)([NH3+])Cc3ccccc3)n[nH]2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,0,-1,0,0,0,0,0,0,0,0,0
8745,CC1COC(=O)O1,0,0,0,0,0,0,0,0,-1,-1,0
8746,CS(=O)(=O)Nc1cc2occ(N=CO)c(=O)c2cc1Oc1ccccc1,0,0,0,0,0,0,0,-1,0,0,0
8747,O=C(O)C(Cl)(Cl)Cl,0,0,0,0,0,0,0,0,-1,-1,0
8748,C=C(C)C(=N)O,0,0,0,0,0,0,0,0,-1,-1,0
8749,CC(C)c1nc(CN(C)C(O)=N[C@H](C(O)=N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)N=C(O)OCc2cncs2)C(C)C)cs1,-1,0,-1,-1,-1,1,0,-1,0,0,0
8750,CCC1CCC(NC[C@H]2CCCO2)CC1,0,0,0,0,0,0,-1,0,0,0,0
8751,C[C@H]1C[C@H](C(=O)OC(C)(C)C)CN1C,0,0,0,0,0,0,-1,0,0,0,0
8752,Cl.Oc1noc2c1CCNC2,0,0,0,0,0,0,0,-1,0,0,0
8753,CCOC1OC(C(COCc2ccccc2)OCc2ccccc2)C(OCc2ccccc2)C1O,0,0,0,0,0,0,0,0,1,-1,0
8754,COc1ccc(C(Cc2cc([N+](=O)[O-])ccc2OC)c2csc(=N)[nH]2)cc1,0,-1,0,0,0,0,0,0,0,0,0
8755,COC(=N)O,0,0,0,0,0,0,0,0,-1,-1,0
8756,CN(C)Cc1ccc(C#N)cc1,0,0,0,0,0,0,-1,0,0,0,0
8757,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)([O-])[O-],0,0,0,-1,0,0,0,0,0,0,0
8758,C1CCC2CCCCC2C1,0,0,0,0,0,0,0,0,-1,-1,0
8759,C[NH+]1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21,0,0,0,-1,0,0,0,0,0,0,0
8760,CC(C)c1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,0,0,0,0,0,0,0,-1,0,0,0
8761,CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,0,0,0,0,0,0,0,0,0,-1,0
8762,O=c1oc2ccccc2c([O-])c1Cc1c([O-])c2ccccc2oc1=O,0,0,0,-1,0,0,0,0,0,0,0
8763,C[C@]12CC[C@H]3[C@@H](CC[C@H]4N=C(O)C=C[C@]34C)[C@@H]1CC[C@@H]2C(O)=Nc1cc(C(F)(F)F)ccc1C(F)(F)F,0,0,0,-1,0,0,0,-1,0,0,0
8764,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@@]43C)[C@@H]1CCC2=O,0,0,0,0,0,0,0,-1,0,0,0
8765,CC(C)C(=O)SCCCCC[C@H](N=C(O)OC(C)(C)C)C(O)=NC12CC3CC(CC(C3)C1)C2,0,0,0,0,0,0,0,-1,0,0,0
8766,CCCC1(CCc2ccccc2)CC(=O)C(C(CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,0,0,0,0,0,0,0,0,1,-1,0
8767,Cn1cc(C(=O)c2cccc3ccccc23)cc1C(=O)O,0,0,0,0,0,0,0,-1,0,0,0
8768,CN(C)CC=C(c1ccc(Br)cc1)c1cccnc1,0,0,0,0,-1,1,0,0,0,-1,0
8769,CCCN(CCC)C(=O)c1cc(Oc2ccccc2)cc(C(O)=NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c1,0,1,0,0,0,0,0,0,0,0,0
8770,Cc1cccc2c1CC[C@H](CN1CCC(c3c(Cl)cccc3Cl)CC1)C[C@@H]2O,0,0,0,0,0,0,0,1,0,0,0
8771,COC(=O)Cl,0,0,0,0,0,0,0,0,-1,-1,0
8772,C=CCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@@H]2C,0,0,0,0,0,0,0,-1,0,0,0
8773,C[C@@H](Oc1ccc2n[nH]c(/C=C/c3cnn(CCO)c3)c2c1)c1c(Cl)cncc1Cl,0,0,0,0,0,0,0,-1,0,0,0
8774,COc1ccc(CCN(C)CCCOc2ccc(S(=O)(=O)c3c(C(C)C)c4ccccc4n3C)cc2)cc1OC,0,0,0,0,0,0,0,-1,0,0,0
8775,O=c1nc(O)ccn1[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,0,0,0,0,0,0,0,-1,0,0,0
8776,CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1,0,0,0,0,0,0,0,-1,0,0,0
8777,CC(O)=NCCCOc1ccc(C(=O)N2CCC(N3C(=O)CCc4ccccc43)CC2)cc1,0,0,0,0,0,0,0,-1,0,0,0
8778,OC(=Nc1nccs1)[C@@H]1C[C@H]1c1ccccc1,0,0,0,0,0,0,-1,0,0,0,0
8779,Cc1ccc([N+](=O)[O-])cc1N,0,0,0,0,0,0,0,0,-1,-1,0
8780,CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1,0,0,0,0,0,0,0,0,1,-1,0
8781,CCOCC(=O)O,0,0,0,0,0,0,0,0,-1,-1,0
8782,Clc1ccc(C(Cl)(Cl)Cl)cc1Cl,0,0,0,0,0,0,0,0,0,-1,0
8783,CN1C(=N)NC(C)(C2CC2c2ccccc2)CC1=O,0,-1,0,0,0,0,0,0,0,0,0
8784,Cc1ccccc1-n1c(C)nc2ccccc2c1=O,0,0,1,0,0,0,0,0,0,-1,0
8785,O=C1c2ccccc2NC2=CCCCCN12,0,0,0,0,0,0,0,-1,0,0,0
8786,CC(C)(O)CC(C)(O)c1ccc(Cl)cc1,0,0,1,0,0,0,0,0,0,0,0
8787,Cc1cc(C)c2c(c1)[C@@H](N(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1nnn(C)n1)CCCN2C[C@H]1CC[C@H](C(=O)O)CC1,0,0,0,0,0,0,0,-1,0,0,0
8788,N#CC(Br)Br,0,0,0,0,0,0,0,0,-1,-1,0
8789,CC(C)c1ccc(C(=O)Nc2ccccn2)cc1,0,0,0,0,0,0,-1,0,0,0,0
8790,Cc1ncc([N+](=O)[O-])n1C,-1,0,0,0,0,0,0,-1,-1,-1,0
8791,Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,-1,0,0,0,0,0,0,-1,0,0,0
8792,Nc1ccc2ccccc2c1,0,0,0,0,0,0,0,0,-1,-1,0
8793,N#C/C(=C\c1ccc(O)c(O)c1)C(O)=NCCCc1ccccc1,0,0,0,0,0,0,0,-1,0,0,0
8794,N=c1ncn(C2O[C@H](CO)[C@H](O)[C@@H]2O)c(O)n1,-1,0,0,0,0,0,0,0,0,0,0
8795,N=c1nc(N2CCNCC2)c2c([nH]1)C1=C(CC2)O[C@H]2CCCC[C@@H]12,0,0,0,0,0,0,0,-1,0,0,0
8796,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)Oc3ccccc3N=C2O)cc1,0,0,0,0,0,0,0,0,0,1,0
8797,Cn1c(=O)c2nc(Br)[nH]c2n(C)c1=O,0,0,0,0,0,0,0,0,-1,-1,0
8798,O=C(O)CON=C(O)c1ccccc1,0,0,0,0,0,0,0,0,-1,-1,0
8799,CCOP(OCC)OCC,0,0,0,0,0,0,0,0,-1,-1,0
8800,CC(O)CN(CCCN(C)C)CCCN(C)C,0,0,0,0,0,0,0,0,-1,-1,0
8801,CC(C)(CO)[C@@H](O)C(O)=NCCCC(=O)O.CC(C)(CO)[C@@H](O)C([O-])=NCCCC(=O)[O-].[Ca+2],-1,0,0,0,0,0,0,0,0,0,0
8802,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1,0,0,-1,0,0,0,-1,0,0,0
8803,O=C(O)c1cccnc1C(=O)O,0,0,0,0,0,0,0,-1,-1,-1,0
8804,O=C(O)C(O)C(O)C(=O)O.OCc1cccnc1,0,0,0,0,0,0,0,-1,0,0,0
8805,COC[C@H]1CN(c2ccc(OCC[C@@H](O)C(F)(F)F)cc2)C(=O)O1,0,0,1,0,0,0,0,0,0,0,0
8806,c1ccc(-c2ncc(CN3CCN(c4ncccn4)CC3)[nH]2)cc1,0,0,0,0,0,0,0,-1,0,0,0
8807,O=Cc1ccc(O)c(O)c1O,0,0,0,0,0,0,0,0,0,0,0
8808,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,0,0,0,0,0,0,0,-1,0,0,0
8809,Cc1cc(C)nc(NS(=O)(=O)c2ccc(NC(=S)N=C(O)COc3ccc(Br)cc3Cl)cc2)n1,0,0,0,0,0,0,0,-1,0,0,0
8810,COc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(O)=N2,0,0,0,0,0,0,0,-1,0,0,0
8811,Oc1ccc(Cl)cc1,0,0,0,0,0,0,0,-1,0,-1,0
8812,C=C(C)C(=O)OCCOC(=O)CC(C)=O,0,0,0,0,0,0,0,0,-1,-1,0
8813,CNC(C)CCC=C(C)C.CNC(C)CCC=C(C)C.O=C(O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O,-1,0,0,0,0,0,0,-1,0,0,0
8814,N=C(O)[C@H]1CCS[C@@H]2C[C@]3(CCCN3C(=O)Cc3ccc(NC(=O)COc4ccc(Cl)cc4Cl)cc3)C(=O)N21,0,0,0,0,0,0,0,-1,0,0,0
8815,CCc1ccc(C)nc1,0,0,0,0,0,0,0,0,0,0,0
8816,CSc1cnccn1,0,0,0,0,0,0,0,0,-1,-1,0
8817,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,0,0,0,0,0,0,0,-1,0,0,0
8818,CC(C)(C)c1nnc(NS(=O)(=O)c2ccccc2)s1,0,0,0,0,0,0,0,0,1,-1,0
8819,CCc1ccc(CCOc2ccc(CC3SC(=O)N=C3O)cc2)nc1.Cl,0,0,0,0,0,0,0,-1,0,0,0
8820,CCCO[C@H]1C[NH2+][C@@H]([C@@H](O)[C@H](Cc2cc(F)cc(F)c2)N=C(O)[C@H](CCc2ccccc2)N2CC[C@@](CC(C)C)(N=C(C)O)C2=O)C1,0,1,0,0,0,0,0,0,0,0,0
8821,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0,0,0,-1,-1,1,0,0,0,0,0
8822,OC1=NC2=Nc3ccc(Cl)c(Cl)c3CN2C1,-1,0,0,0,1,-1,0,0,0,0,1
8823,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,-1,0,0,0,0,0,0,-1,0,0,1
8824,C=CCOC(=O)c1ccc(C(=O)OCC=C)c(C(=O)OCC=C)c1,0,0,0,0,0,0,0,0,-1,-1,0
8825,N=C(O)CN=C(O)C(CCCNC(=N)N)N=C(O)C1CCCN1C(=O)C1CSSCC([NH3+])C(O)=NC(Cc2ccc(O)cc2)C(O)=NC(Cc2ccccc2)C(O)=NC(CCC(=[NH2+])O)C(O)=NC(CC(=N)O)C(O)=N1,0,0,0,-1,0,0,0,0,0,0,0
8826,CC1CCc2nccnc21,0,0,0,0,0,0,0,0,-1,-1,0
8827,CCCn1[nH]nnc1=NC(=O)c1ccco1,0,0,0,0,0,0,-1,0,0,0,0
8828,OC1=NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,-1,0,1,0,0,0,0,-1,1,0,0
8829,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCCC[C@@H]1CN1CCCC1,0,0,0,0,0,0,0,-1,0,0,0
8830,CC(C)Oc1cccc(-c2ccc(C3CC3c3cc(=O)n(C)c(=N)[nH]3)cc2)c1,0,-1,0,0,0,0,0,0,0,0,0
8831,CCOC(=O)c1cc2ccc(O)cc2oc1=O,0,0,0,0,0,0,0,-1,0,0,0
8832,CC(O)=Nc1ccc(CN2CCOCC2)cc1,0,0,0,0,0,0,-1,0,0,0,0
8833,CC[C@@H]1/C=C(/C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,0,0,0,-1,0,0,0,0,0,0,0
8834,COc1ccc(Br)cc1C#N,0,0,0,0,0,0,-1,0,0,0,0
8835,O=C1CCCC1,0,0,0,0,0,0,0,0,-1,-1,0
8836,C=C1[C@@H](C)[C@H]2[C@H](Cc3ccccc3)N=C(O)[C@]23OC(=O)/C=C\[C@H](O)CCC[C@@H](C)C/C=C/[C@H]3[C@@H]1O,0,0,0,0,0,0,0,-1,0,0,0
8837,CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(=N)O)c(N[C@H]4CC[C@H](O)CC4)c3)c2C1,0,0,0,0,0,0,0,-1,0,0,0
8838,CCCCC(CC)COC(=O)OOC(C)(C)C,0,0,0,0,0,0,0,0,-1,-1,0
8839,CC(Oc1ccc(C#N)cc1)C(=N)O,0,0,0,0,0,0,-1,0,0,0,0
8840,O=C1CCCO1,0,0,0,0,0,0,0,0,-1,-1,0
8841,COCc1n[nH]c(=N)s1,0,0,0,0,0,0,-1,0,0,0,0
8842,CC1/C=C/C=C/CC/C=C/C=C/C=C/C=C/C(OC2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O,0,0,0,-1,-1,-1,0,0,0,0,0
8843,N=c1nc(O)n([C@@H]2CS[C@H](CO)O2)cc1F,0,0,0,-1,1,-1,0,-1,0,0,1
8844,CCOC(=O)c1ccc(NC(=O)CN2CCCCC2)cc1,0,0,0,0,0,0,0,0,-1,-1,0
8845,COc1cc2c(CCN=C(C)O)c[nH]c2cc1Cl,0,0,0,0,0,0,0,-1,0,0,0
8846,CCCCCNC(=N)N=NCc1c[nH]c2ccc(OC)cc12,0,0,0,0,0,0,0,0,-1,-1,0
8847,O=C(CCl)N1CCN(c2ccccc2Cl)CC1,0,0,0,0,0,0,-1,0,0,0,0
8848,OC(=Nc1cccnc1)c1cnn2cccnc12,0,0,0,0,0,0,-1,0,0,0,0
8849,CC[C@@H](C)Nc1cc(C(O)=NC2CC3CCC(C2)N3c2ccc(C(=O)C3CC3)cn2)c(C)cc1C(=N)O,0,0,0,0,0,0,0,-1,0,0,0
8850,COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1,0,0,1,0,0,0,0,0,0,0,0
8851,CC(=O)OCC1OC(OC2C(COC(C)=O)OC(O)C(OC(=O)c3ccccc3C(=O)O)C2O)C(O)C(OC(=O)c2ccccc2C(=O)O)C1O,0,0,0,0,0,0,0,0,-1,-1,0
8852,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,-1,0,0,0,0,0,0,0,0,0,0
8853,N=C(O)c1ccccc1Cl,0,0,0,0,0,0,0,0,0,0,0
8854,CC(=O)c1ccc(S(=O)(=O)NC([O-])=NC2CCCCC2)cc1,0,0,0,-1,0,0,0,0,0,0,0
8855,O=C1c2c(O)cccc2C(C2OC(CO)C(O)C(O)C2O)c2cc(CO)cc(O)c21,0,0,0,0,0,0,0,0,-1,-1,0
8856,O=C(NC(Cc1c[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,0,0,0,0,0,0,0,-1,0,0,0
8857,O=C(Cl)C(Cl)(Cl)Cl,0,0,0,0,0,0,0,0,-1,-1,0
8858,OC(COc1ccccc1)=NC1CCCCC1,0,0,0,0,0,0,-1,0,0,0,0
8859,Cn1c(=O)cc(C2CC2c2ccc(-c3cccc(CC#N)c3)cc2)[nH]c1=N,0,-1,0,0,0,0,0,0,0,0,0
8860,OCCCCCCCCCCCCBr,0,0,0,0,0,0,0,0,1,1,0
8861,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,0,0,0,0,0,0,0,0,0,0,0
8862,N=c1nc(Nc2ccc(S(N)(=O)=O)cc2)[nH]n1C(=O)c1c(F)cccc1F,0,0,0,0,0,0,0,-1,0,0,0
8863,C1=CC2C3C=CC(C3)C2C1,0,0,0,0,0,0,0,0,-1,-1,0
8864,Cl.Cl.c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,0,0,0,0,0,0,0,-1,0,0,0
8865,COc1cc([N+](=O)[O-])ccc1N,0,0,0,0,0,0,0,0,-1,-1,0
8866,CN=C(O)c1cccc2cc(Oc3ccnc4cc(OCC5(N)CC5)c(OC)cc34)ccc12,0,0,0,0,0,0,0,-1,0,0,0
8867,Cc1ccc(Cl)c(O)c1,0,0,0,0,0,0,0,0,-1,-1,0
8868,CC1COCCN1CCN,0,0,0,0,0,0,-1,0,0,0,0
8869,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2C[C@@H](O)[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O,-1,0,0,0,0,0,0,-1,0,0,0
8870,c1ccc(C2(c3ccccc3)CC2=C2NCCN2)cc1,0,0,0,0,0,0,0,-1,0,0,0
8871,OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,0,0,0,0,0,0,0,0,-1,-1,0
8872,COc1cc(OC)cc(OC)c1,0,0,0,0,0,0,0,0,-1,-1,0
8873,OC(=NCCc1ccc(O)cc1)c1ccccn1,0,0,0,0,0,0,-1,0,0,0,0
8874,CCCCOC(=O)c1ccc(N)cc1,-1,0,0,0,0,0,0,-1,-1,-1,0
8875,CCN(c1ccccc1)c1cc(=[NH+]C)n(C)c(C)n1,0,0,0,0,0,0,0,-1,0,0,0
8876,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,0,0,0,0,0,0,0,-1,0,0,0
8877,Cc1nc(-c2cccnc2)sc1C(O)=Nc1ccccc1-c1cn2c(CN3CCOCC3)csc2n1,0,0,0,0,0,0,0,-1,0,0,0
8878,SC1=NC=NC2NC=NC12,0,0,0,0,0,0,0,0,1,1,0
8879,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,1,0,0,0,0,0,0,-1,0,0,0
8880,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-].[Na+],0,0,1,0,0,0,0,0,0,0,0
8881,COc1ccc(CC(C)[NH2+]CC(O)c2ccc(O)c(N=CO)c2)cc1,0,0,0,-1,0,0,0,0,0,0,0
8882,Cc1cccc(C)c1OCC(C)N,0,0,1,0,-1,1,0,0,-1,-1,1
8883,CC(C)OC(=O)OCOP(=O)(COC(C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C,0,0,0,0,0,0,0,0,-1,-1,0
8884,O=S(=O)(O)c1cc(O)c2ccc(Nc3ccccc3)cc2c1,0,0,0,0,0,0,0,0,0,-1,0
8885,CSc1ccc(C=O)cc1,0,0,0,0,0,0,0,0,-1,-1,0
8886,CCC(CC(O)=NCc1cccc(F)c1)n1c(=N)[nH]c2cc(Cl)ccc21,0,-1,0,0,0,0,0,0,0,0,0
8887,CCC(CC)CC1(C(O)=Nc2ccccc2SC(=O)C(C)C)CCCCC1,0,0,0,0,0,0,0,-1,0,0,0
8888,CCS(=O)c1nc(-c2cccc(OCc3ccccc3)c2)cc(C(F)(F)F)n1,0,0,0,0,0,0,0,-1,0,0,0
8889,COc1ccc(C=CC(=O)OCCC(C)C)cc1,0,0,0,0,0,0,0,0,-1,-1,0
8890,CCN(CC)C(=O)COc1cc2c(O)c3c(O)c(C)c4c(c13)C(=O)[C@@](C)(O/C=C/[C@H](OC)[C@@H](C)[C@@H](OC(C)=O)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)C(O)=N2)O4,0,0,-1,0,0,0,0,0,0,0,0
8891,Cc1cc(C)c(N=C(O)C2CC3CCC2C3)c(C)c1,0,0,0,0,0,0,0,-1,0,0,0
8892,CCn1cc[n+](C)c1C,0,0,0,0,0,0,0,0,-1,-1,0
8893,Cc1cccc(C)c1N=C([O-])C[N+](C)(C)C.Cl,0,0,0,0,0,0,0,-1,0,0,0
8894,COc1ccc2cc1Oc1ccc(cc1)CC1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)C5C2)OCO4)CCN1C,0,0,0,0,0,0,0,0,0,-1,0
8895,OCCN=C(O)/C=C/c1ccccc1,0,0,0,0,0,0,0,-1,0,0,0
8896,CCC1(CC)C(=O)N(C)C(=O)N=C1O,0,0,1,-1,0,0,0,-1,-1,-1,0
8897,COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C(C)C1=O,0,0,0,0,0,0,0,0,-1,-1,0
8898,C#CC(C)(C)N=C(O)c1cc(Cl)cc(Cl)c1,0,0,0,0,0,0,0,0,-1,-1,0
8899,CCOC(O)=Nc1cccc(OC(O)=Nc2ccccc2)c1,0,0,0,0,0,0,0,0,1,-1,0
8900,Cc1c(Cl)c(=O)oc2cc(OP(=O)(OCCCl)OCCCl)ccc12,0,0,0,0,0,0,0,0,-1,0,0
8901,CC1(C)SC2C(N=C(O)C(c3ccccc3)S(=O)(=O)O)C(=O)N2C1C(=O)O,0,0,0,0,0,0,0,0,-1,-1,0
8902,COc1ccc2cc(C(C)C(=O)Oc3ccc(C(N)=S)cc3)ccc2c1,0,0,0,0,0,0,0,-1,0,0,0
8903,CCNC(C)Cc1ccccc1,0,0,0,0,0,0,0,0,-1,-1,0
8904,CC(N=O)c1ccc(OCC(=O)N2CCCCC2)cc1,0,0,0,0,0,0,0,0,-1,-1,0
8905,CCN=C(O)C1CCCN1C(=O)C(CCCNC(=N)N)N=C(O)C(CC(C)C)N=C(O)CN=C(O)C(Cc1ccc(O)cc1)N=C(O)C(CO)N=C(O)C(Cc1c[nH]c2ccccc12)N=C(O)C(Cc1cnc[nH]1)N=C(O)C1CCC(O)=N1,0,0,0,0,0,0,0,0,0,0,0
8906,O=CN1CCOCC1,0,0,0,0,0,0,0,0,-1,-1,0
8907,CC(C)(C)c1ccc(O)cc1,0,0,0,0,0,0,0,-1,0,-1,0
8908,O=[N+]([O-])c1cccc([N+](=O)[O-])c1,0,0,0,0,0,0,0,0,-1,-1,0
8909,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,0,0,0,-1,1,-1,0,0,0,0,0
8910,CCc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,0,0,0,0,0,0,0,0,-1,-1,0
8911,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,-1,0,0,-1,0,0,0,-1,0,0,0
8912,C(=NC1CCCCC1)=NC1CCCCC1,0,0,0,0,0,0,0,0,0,0,0
8913,OC(=Nc1nncs1)c1ccccc1F,0,0,0,0,0,0,-1,0,0,0,0
8914,CCc1ccc2c(c1)[C@@H]([NH2+]C[C@@H](O)[C@@H]1Cc3cccc(c3)CCCCCCCC(O)=N1)CC1(CCC1)O2,0,1,0,0,0,0,0,0,0,0,0
8915,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1.O=P(O)(O)O,0,0,0,0,0,0,0,-1,0,0,0
8916,O=C1N=C(O)c2cccc3cccc1c23,0,0,0,0,0,0,0,0,1,0,0
8917,N[C@@H](CN1C=CC(=O)C(=O)C1)C(=O)O,0,0,0,0,0,0,0,-1,0,0,0
8918,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0,0,0,0,0,0,0,-1,0,0,0
8919,N[C@H](C(=O)O)c1ccc(C(=O)O)c(C(=O)O)c1,0,0,0,0,0,0,0,-1,0,0,0
8920,CC(Cl)(Cl)[N+](=O)[O-],0,0,0,0,0,0,0,0,-1,-1,0
8921,OCC1CCC(n2cnc3c(O)ncnc32)O1,0,0,0,0,0,0,0,0,0,-1,1
8922,C=CN1CCCC1=O,0,0,0,-1,0,0,0,0,-1,-1,0
8923,OC(CN1CCNCC1)=NC1CCCCC1,0,0,0,0,0,0,0,-1,-1,-1,0
8924,CC1CCN(CCN)CC1,0,0,0,0,0,0,-1,0,0,0,0
8925,CS(=O)(=O)O.c1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,0,0,0,0,0,0,0,0,0,0,1
8926,OC1=Nc2cc(Cl)ccc2Oc2ccccc21,0,0,0,0,0,0,0,0,0,0,0
8927,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CO,0,0,0,0,0,0,0,0,-1,-1,-1
8928,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)N=C(O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,0,0,0,0,0,0,0,0,0,-1,0
8929,N#CCC(=O)N1CCC(Cc2ccccc2)CC1,0,0,0,0,0,0,-1,0,0,0,0
8930,CN1CCC(OC2c3ccccc3CCc3ccccc32)CC1,0,0,1,0,0,0,0,0,0,0,0
8931,COP(N)(=S)Oc1ccccc1C(=O)OC(C)C,0,0,0,0,0,0,0,0,-1,-1,0
8932,CCOC(=O)CBr,0,0,0,0,0,0,0,0,-1,-1,0
8933,CC(C)(C)OC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1c(Br)cccc1-2,0,0,1,0,0,0,0,-1,0,0,0
8934,OC(O)C(Cl)(Cl)Cl,0,0,1,0,0,0,0,0,-1,-1,0
8935,COc1cc(Br)ccc1CO,0,0,0,0,0,0,-1,0,0,0,0
8936,C=C1c2c(Cl)ccc(O)c2C(O)=C2C(=O)C3(O)C(=O)/C(=C(/N)O)C(=O)C(N(C)C)C3C(O)C12,0,0,-1,0,0,0,0,0,0,0,0
8937,CC[Si](OC(C)=O)(OC(C)=O)OC(C)=O,0,0,0,0,0,0,0,0,-1,-1,0
8938,Cc1cc(C2CCCN2S(C)(=O)=O)no1,0,0,0,0,0,0,-1,0,0,0,0
8939,CC(C)CC(CN)CC(=O)O,0,0,0,0,0,0,0,0,-1,-1,0
8940,CCCCCCCOC(=O)CCC,0,0,0,0,0,0,0,0,-1,-1,0
8941,O=C(O)Cc1ccccc1,0,0,0,0,0,0,0,0,-1,-1,0
8942,O=C(O)c1ccc(O)cc1,0,0,0,0,0,0,0,0,-1,-1,0
8943,CC(N=C(O)c1cc(N(C)S(C)(=O)=O)cc(-n2cc(C(C)([NH3+])Cc3ccccc3)nn2)c1)c1ccc(F)cc1,0,-1,0,0,0,0,0,0,0,0,0
